protein_json_id,entity,full_json_path,best_only_json_path,dataset_membership,has_sequence,sequence_ref,match_count,best_match_category
protein_000172,2-oxoglutarate-dependent dioxygenase AOP1,outputs/json_dataset/full/protein_000172.json,outputs/json_dataset/best_only/protein_000172.json,unresolved,false,,0,descriptive_deferred
protein_000173,2-oxoglutarate-dependent dioxygenases,outputs/json_dataset/full/protein_000173.json,outputs/json_dataset/best_only/protein_000173.json,unresolved,false,,0,descriptive_deferred
protein_000174,2-oxoglutarate-dependent oxygenase superfamily protein,outputs/json_dataset/full/protein_000174.json,outputs/json_dataset/best_only/protein_000174.json,unresolved,false,,0,descriptive_deferred
protein_000175,2-oxoglutarate-dependent oxygenases,outputs/json_dataset/full/protein_000175.json,outputs/json_dataset/best_only/protein_000175.json,unresolved,false,,0,descriptive_deferred
protein_000176,2-oxoglutarate-iron(II) dependent oxygenase (spot 42),outputs/json_dataset/full/protein_000176.json,outputs/json_dataset/best_only/protein_000176.json,unresolved,false,,0,descriptive_deferred
protein_000177,2-Oxoglutarate/Fe (II)-dependent dioxygenase,outputs/json_dataset/full/protein_000177.json,outputs/json_dataset/best_only/protein_000177.json,unresolved,false,,0,descriptive_deferred
protein_000178,2-oxoglutarate/Fe(II)-dependent dioxygenase-like,outputs/json_dataset/full/protein_000178.json,outputs/json_dataset/best_only/protein_000178.json,unresolved,false,,0,descriptive_deferred
protein_000179,2-oxoglutarate/Fe(II)-dependent oxygenases,outputs/json_dataset/full/protein_000179.json,outputs/json_dataset/best_only/protein_000179.json,unresolved,false,,0,descriptive_deferred
protein_000180,2-oxoisovalerate dehydrogenase (subunit alpha and beta 1),outputs/json_dataset/full/protein_000180.json,outputs/json_dataset/best_only/protein_000180.json,unresolved,false,,0,descriptive_deferred
protein_000181,2-oxoisovalerate dehydrogenase subunit alpha 1,outputs/json_dataset/full/protein_000181.json,outputs/json_dataset/best_only/protein_000181.json,unresolved,false,,0,descriptive_deferred
protein_000182,2-oxoisovalerate dehydrogenase subunits,outputs/json_dataset/full/protein_000182.json,outputs/json_dataset/best_only/protein_000182.json,unresolved,false,,0,descriptive_deferred
protein_000183,2-phospho-D-glycerate hydro-lyase,outputs/json_dataset/full/protein_000183.json,outputs/json_dataset/best_only/protein_000183.json,unresolved,false,,0,descriptive_deferred
protein_000184,2-phospho-D-glycerate hydrolyase,outputs/json_dataset/full/protein_000184.json,outputs/json_dataset/best_only/protein_000184.json,unresolved,false,,0,descriptive_deferred
protein_000185,2-phosphoglycerate kinase,outputs/json_dataset/full/protein_000185.json,outputs/json_dataset/best_only/protein_000185.json,unresolved,false,,0,descriptive_deferred
protein_000186,2-tryptophan decarboxylase,outputs/json_dataset/full/protein_000186.json,outputs/json_dataset/best_only/protein_000186.json,unresolved,false,,0,descriptive_deferred
protein_000187,2.1.1.104,outputs/json_dataset/full/protein_000187.json,outputs/json_dataset/best_only/protein_000187.json,unresolved,false,,0,descriptive_deferred
protein_000188,2.3.3.1,outputs/json_dataset/full/protein_000188.json,outputs/json_dataset/best_only/protein_000188.json,unresolved,false,,0,descriptive_deferred
protein_000189,2.4-kb promoter sequence,outputs/json_dataset/full/protein_000189.json,outputs/json_dataset/best_only/protein_000189.json,unresolved,false,,0,descriptive_deferred
protein_000190,2.4.1.13,outputs/json_dataset/full/protein_000190.json,outputs/json_dataset/best_only/protein_000190.json,unresolved,false,,0,descriptive_deferred
protein_000191,2.4.1.67,outputs/json_dataset/full/protein_000191.json,outputs/json_dataset/best_only/protein_000191.json,unresolved,false,,0,descriptive_deferred
protein_000192,2.4.1.82,outputs/json_dataset/full/protein_000192.json,outputs/json_dataset/best_only/protein_000192.json,unresolved,false,,0,descriptive_deferred
protein_000193,2.6.1.1,outputs/json_dataset/full/protein_000193.json,outputs/json_dataset/best_only/protein_000193.json,unresolved,false,,0,descriptive_deferred
protein_000194,2.7.7.9,outputs/json_dataset/full/protein_000194.json,outputs/json_dataset/best_only/protein_000194.json,unresolved,false,,0,descriptive_deferred
protein_000195,20,outputs/json_dataset/full/protein_000195.json,outputs/json_dataset/best_only/protein_000195.json,unresolved,false,,0,noise_skipped
protein_000196,20 kDa chaperonin,outputs/json_dataset/full/protein_000196.json,outputs/json_dataset/best_only/protein_000196.json,unresolved,false,,0,descriptive_deferred
protein_000197,20 SbNF-Y genes,outputs/json_dataset/full/protein_000197.json,outputs/json_dataset/best_only/protein_000197.json,unresolved,false,,0,descriptive_deferred
protein_000198,20-kDa,outputs/json_dataset/full/protein_000198.json,outputs/json_dataset/best_only/protein_000198.json,unresolved,false,,0,descriptive_deferred
protein_000199,2000-bp upstream promoter regions,outputs/json_dataset/full/protein_000199.json,outputs/json_dataset/best_only/protein_000199.json,unresolved,false,,0,descriptive_deferred
protein_000200,206 bp PDS fragment,outputs/json_dataset/full/protein_000200.json,outputs/json_dataset/best_only/protein_000200.json,unresolved,false,,0,descriptive_deferred
protein_000201,20S proteasome,outputs/json_dataset/full/protein_000201.json,outputs/json_dataset/best_only/protein_000201.json,unresolved,false,,0,descriptive_deferred
protein_000202,20S proteasome subunits,outputs/json_dataset/full/protein_000202.json,outputs/json_dataset/best_only/protein_000202.json,unresolved,false,,0,descriptive_deferred
protein_000203,21,outputs/json_dataset/full/protein_000203.json,outputs/json_dataset/best_only/protein_000203.json,unresolved,false,,0,noise_skipped
protein_000204,22,outputs/json_dataset/full/protein_000204.json,outputs/json_dataset/best_only/protein_000204.json,unresolved,false,,0,noise_skipped
protein_000205,22 CeHSF genes,outputs/json_dataset/full/protein_000205.json,outputs/json_dataset/best_only/protein_000205.json,unresolved,false,,0,descriptive_deferred
protein_000206,22.7 kDa class IV heat shock protein,outputs/json_dataset/full/protein_000206.json,outputs/json_dataset/best_only/protein_000206.json,unresolved,false,,0,descriptive_deferred
protein_000207,228,outputs/json_dataset/full/protein_000207.json,outputs/json_dataset/best_only/protein_000207.json,unresolved,false,,0,noise_skipped
protein_000208,23SrRNA,outputs/json_dataset/full/protein_000208.json,outputs/json_dataset/best_only/protein_000208.json,unresolved,false,,0,descriptive_deferred
protein_000209,24,outputs/json_dataset/full/protein_000209.json,outputs/json_dataset/best_only/protein_000209.json,unresolved,false,,0,noise_skipped
protein_000210,25,outputs/json_dataset/full/protein_000210.json,outputs/json_dataset/best_only/protein_000210.json,unresolved,false,,0,noise_skipped
protein_000211,25 of the 26 identified genes,outputs/json_dataset/full/protein_000211.json,outputs/json_dataset/best_only/protein_000211.json,unresolved,false,,0,descriptive_deferred
protein_000212,26,outputs/json_dataset/full/protein_000212.json,outputs/json_dataset/best_only/protein_000212.json,unresolved,false,,0,noise_skipped
protein_000213,26S proteasome,outputs/json_dataset/full/protein_000213.json,outputs/json_dataset/best_only/protein_000213.json,unresolved,false,,0,descriptive_deferred
protein_000214,26S proteasome regulatory subunits,outputs/json_dataset/full/protein_000214.json,outputs/json_dataset/best_only/protein_000214.json,unresolved,false,,0,descriptive_deferred
protein_000215,28,outputs/json_dataset/full/protein_000215.json,outputs/json_dataset/best_only/protein_000215.json,unresolved,false,,0,noise_skipped
protein_000216,28 genes,outputs/json_dataset/full/protein_000216.json,outputs/json_dataset/best_only/protein_000216.json,unresolved,false,,0,descriptive_deferred
protein_000217,29,outputs/json_dataset/full/protein_000217.json,outputs/json_dataset/best_only/protein_000217.json,unresolved,false,,0,noise_skipped
protein_000218,2;4,outputs/json_dataset/full/protein_000218.json,outputs/json_dataset/best_only/protein_000218.json,unresolved,false,,0,descriptive_deferred
protein_000219,2;5,outputs/json_dataset/full/protein_000219.json,outputs/json_dataset/best_only/protein_000219.json,unresolved,false,,0,descriptive_deferred
protein_000220,2a,outputs/json_dataset/full/protein_000220.json,outputs/json_dataset/best_only/protein_000220.json,unresolved,false,,0,noise_skipped
protein_000221,2b,outputs/json_dataset/full/protein_000221.json,outputs/json_dataset/best_only/protein_000221.json,unresolved,false,,0,noise_skipped
protein_000222,2c,outputs/json_dataset/full/protein_000222.json,outputs/json_dataset/best_only/protein_000222.json,unresolved,false,,0,noise_skipped
protein_000223,"2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",outputs/json_dataset/full/protein_000223.json,outputs/json_dataset/best_only/protein_000223.json,unresolved,false,,0,descriptive_deferred
protein_000224,2CP,outputs/json_dataset/full/protein_000224.json,outputs/json_dataset/best_only/protein_000224.json,unresolved,false,,0,descriptive_deferred
protein_000225,2CPA,outputs/json_dataset/full/protein_000225.json,outputs/json_dataset/best_only/protein_000225.json,unresolved,false,,0,descriptive_deferred
protein_000226,2CPAGS,outputs/json_dataset/full/protein_000226.json,outputs/json_dataset/best_only/protein_000226.json,unresolved,false,,0,descriptive_deferred
protein_000227,2CPB,outputs/json_dataset/full/protein_000227.json,outputs/json_dataset/best_only/protein_000227.json,unresolved,false,,0,descriptive_deferred
protein_000228,2CPBGS,outputs/json_dataset/full/protein_000228.json,outputs/json_dataset/best_only/protein_000228.json,unresolved,false,,0,descriptive_deferred
protein_000229,2CPBsGS,outputs/json_dataset/full/protein_000229.json,outputs/json_dataset/best_only/protein_000229.json,unresolved,false,,0,descriptive_deferred
protein_000230,2CPGS,outputs/json_dataset/full/protein_000230.json,outputs/json_dataset/best_only/protein_000230.json,unresolved,false,,0,descriptive_deferred
protein_000231,2CPs,outputs/json_dataset/full/protein_000231.json,outputs/json_dataset/best_only/protein_000231.json,unresolved,false,,0,descriptive_deferred
protein_000232,2CPsGS,outputs/json_dataset/full/protein_000232.json,outputs/json_dataset/best_only/protein_000232.json,unresolved,false,,0,descriptive_deferred
protein_000233,2F4 monoclonal antibody,outputs/json_dataset/full/protein_000233.json,outputs/json_dataset/best_only/protein_000233.json,unresolved,false,,0,descriptive_deferred
protein_000234,2HG0158690,outputs/json_dataset/full/protein_000234.json,outputs/json_dataset/best_only/protein_000234.json,unresolved,false,,0,descriptive_deferred
protein_000235,2ODD,outputs/json_dataset/full/protein_000235.json,outputs/json_dataset/best_only/protein_000235.json,unresolved,false,,0,descriptive_deferred
protein_000236,2ODDs,outputs/json_dataset/full/protein_000236.json,outputs/json_dataset/best_only/protein_000236.json,unresolved,false,,0,descriptive_deferred
protein_000237,2OG-Fe oxygenase,outputs/json_dataset/full/protein_000237.json,outputs/json_dataset/best_only/protein_000237.json,unresolved,false,,0,descriptive_deferred
protein_000238,2OG-Fe(II) oxygenase,outputs/json_dataset/full/protein_000238.json,outputs/json_dataset/best_only/protein_000238.json,unresolved,false,,0,descriptive_deferred
protein_000239,2OG-Fe(II) oxygenase family proteins,outputs/json_dataset/full/protein_000239.json,outputs/json_dataset/best_only/protein_000239.json,unresolved,false,,0,descriptive_deferred
protein_000240,2OG-FeII_Oxy,outputs/json_dataset/full/protein_000240.json,outputs/json_dataset/best_only/protein_000240.json,unresolved,false,,0,descriptive_deferred
protein_000241,2S albumins,outputs/json_dataset/full/protein_000241.json,outputs/json_dataset/best_only/protein_000241.json,unresolved,false,,0,descriptive_deferred
protein_000242,3,outputs/json_dataset/full/protein_000242.json,outputs/json_dataset/best_only/protein_000242.json,unresolved,false,,0,noise_skipped
protein_000243,3'-phosphoadenosine-5'-phosphosulfate reductase,outputs/json_dataset/full/protein_000243.json,outputs/json_dataset/best_only/protein_000243.json,unresolved,false,,0,descriptive_deferred
protein_000244,"3,4-dihydroxy-2-butanone 4-phosphate synthase",outputs/json_dataset/full/protein_000244.json,outputs/json_dataset/best_only/protein_000244.json,unresolved,false,,0,descriptive_deferred
protein_000245,"3,8-divinyl chlorophyllide a 8-vinyl reductase",outputs/json_dataset/full/protein_000245.json,outputs/json_dataset/best_only/protein_000245.json,unresolved,false,,0,descriptive_deferred
protein_000246,"3,9-dihydroxypterocarpan 6a-monooxygenase",outputs/json_dataset/full/protein_000246.json,outputs/json_dataset/best_only/protein_000246.json,unresolved,false,,0,descriptive_deferred
protein_000247,3-2,outputs/json_dataset/full/protein_000247.json,outputs/json_dataset/best_only/protein_000247.json,unresolved,false,,0,descriptive_deferred
protein_000248,3-beta hydroxysteroid dehydrogenase/isomerase family protein,outputs/json_dataset/full/protein_000248.json,outputs/json_dataset/best_only/protein_000248.json,unresolved,false,,0,descriptive_deferred
protein_000249,3-deoxy-D-arabinheptanoic acid-7-phosphate synthase,outputs/json_dataset/full/protein_000249.json,outputs/json_dataset/best_only/protein_000249.json,unresolved,false,,0,descriptive_deferred
protein_000250,3-deoxy-D-arabino-heptulosonate,outputs/json_dataset/full/protein_000250.json,outputs/json_dataset/best_only/protein_000250.json,unresolved,false,,0,descriptive_deferred
protein_000251,3-deoxy-D-arabino-heptulosonate synthase,outputs/json_dataset/full/protein_000251.json,outputs/json_dataset/best_only/protein_000251.json,unresolved,false,,0,descriptive_deferred
protein_000252,3-hydroxy acyl-CoA dehydratase,outputs/json_dataset/full/protein_000252.json,outputs/json_dataset/best_only/protein_000252.json,unresolved,false,,0,descriptive_deferred
protein_000253,3-hydroxy-3-methyl-glutaryl CoA reductase,outputs/json_dataset/full/protein_000253.json,outputs/json_dataset/best_only/protein_000253.json,unresolved,false,,0,descriptive_deferred
protein_000254,3-hydroxy-3-methylglutaryl coenzyme A,outputs/json_dataset/full/protein_000254.json,outputs/json_dataset/best_only/protein_000254.json,unresolved,false,,0,descriptive_deferred
